Name on IMDb,Birth Name 
Joan Greenwood,Joan Mary W. Greenwood
Diane Cilento, Not Found
George Devine, Not Found
Claudia Jennings,Mary Eileen Chesterton
Jocelyn Jones, Not Found
Robert Lefebvre,Robert Gerard Charles Le Febvre
Cheryl Smith,Cheryl Lynn Smith
Luanne Roberts, Not Found
Brainerd Duffield, Not Found
Lila Kedrova, Not Found
Hansjörg Felmy, Not Found
Mort Mills,Mortimer Morris Kaplan
Carolyn Conwell, Not Found
Anne-Marie Cotret, Not Found
Ruggero Deodato, Not Found
Candice Daly,Candice Mia Daly
Jim Gaines,James Larry M. Gaines Jr
Don Wilson, Not Found
Jack Shepherd, Not Found
Uma Das Gupta, Not Found
Chunibala Devi, Not Found
Joey Camen, Not Found
Pat McCormick,Arley D. McCormick
Ladislas Fodor, Not Found
Emma Tillinger Koskoff, Not Found
Paris Barclay, Not Found
Bruno Nicolai, Not Found
Luciano Trasatti, Not Found
Paul Martin Smith, Not Found
Oskar Sala, Not Found
Lyne Renee, Not Found
Lawrence Block, Not Found
Ashley Greene,Ashley Michele Greene
Trevor Short, Not Found
Danny Dimbort, Not Found
Joanna Colbert, Not Found
Tom Jacobson, Not Found
Michael A. Stevenson, Not Found
Doris Roberts,Doris May Green
Cody Burger,Cody Michael Burger
Ellen Latzen, Not Found
Ian Boothby, Not Found
Bernie Abramson, Not Found
Alberto Sordi, Not Found
Aldo Bufi Landi, Not Found
Carroll Timothy O'Meara, Not Found
James Lassiter, Not Found
Martin Hubbard, Not Found
Christopher Lawrence, Not Found
Cathleen Nesbitt,Kathleen Mary Nesbitt
William Prince,William LeRoy Prince
John Lehne, Not Found
Hein Riess, Not Found
Nagisa Ôshima, Not Found
Willy Millowitsch, Not Found
Keiichi Uraoka, Not Found
Edward Tang, Not Found
Raymond Chow,Zou Wenhuai
Peter Cheung, Not Found
Walter Wischniewsky, Not Found
Rich Turner, Not Found
Liz Glotzer, Not Found
Gregory S. Melton, Not Found
Mel Gorham,Marilyn Louise Schnaer
Enzo D'Ambrosio,Vincenzo D'Ambrosio
Mickey Knox,Abraham Knox
Charles Beaumont,Charles Leroy Nutt
Cornelius Ryan, Not Found
Patrice Melennec, Not Found
Ernst Rückert,Anton Ernst Rücker
Hertha von Walther, Not Found
Adam Hann-Byrd, Not Found
Carlo Giustini, Not Found
Ugo Sasso,Ugo Sasso
Kurt Ripberger, Not Found
Manfred Spies, Not Found
Mary Claire Hannan, Not Found
Ali MacGraw,Elizabeth Alice MacGraw
Fred Weintraub,Fred Robert Weintraub
Richard Martin Stern, Not Found
Thomas N. Scortia,Thomas Nicholas Scortia
Frank M. Robinson,Frank Malcolm Robinson
Jack N. Reddish,Jack Nichols Reddish
Robert Anderson,Robert Woodruff Anderson
James Clavell,Charles Edmund DuMaresq de Clavelle
David Clarke,David Gainey Clarke
Ida Lupino, Not Found
Jeb Rosebrook,Jeb John Rosebrook
Irving Ravetch,Irving Dover Ravetch
Harriet Frank Jr., Not Found
Dagmar Lassander,Dagmar Regine Hader
Sigrid von Richthofen,Sigrid Blanca Ingeborg Johanson
Robert Keith,Rolland Keith Richey
Douglas Sirk,Hans Detlef Sierck
Robert Wilder, Not Found
Guido Herzfeld, Not Found
Karl Etlinger, Not Found
Heinrich Witte, Not Found
Eric van Viele, Not Found
Fanny Schreck,Franziska Ott
Josef Coesfeld, Not Found
Christian Dior, Not Found
Jean Zay, Not Found
Samantha Eggar,Victoria Louise Samantha Marie Elizabeth Therese Eggar
Werner Fuetterer, Not Found
Sylvia Ingemarsson,Sylvia Maria Ingemarsdotter
Robert Schumann,Robert Alexander Schumann
Marik Vos-Lundh, Not Found
Sam Lloyd,Samuel Lloyd
Michael Jace, Not Found
Alex Datcher,Cynthia Alex Datcher
Ivonne Coll, Not Found
Frank Novak, Not Found
Monique Teisseire, Not Found
Mireille Perrey,Camille Mireille Perret
Marc Michel,Michaux Max Ernest Marie
Ellen Farner, Not Found
Pierre Caden, Not Found
Jean-Pierre Dorat, Not Found
Kathleen Chopin, Not Found
Michele Lee,Michelle Lee Dusick
David Stiven, Not Found
Sam Spewack, Not Found
Bella Spewack,Bella Cohen
David Langton,Basil Muir Langton-Dodds
Richard Vernon,Richard Evelyn Vernon
Frank Mills, Not Found
Alan Taylor, Not Found
Derek Elphinstone,Derek Eldred Montague Elphinstone
John Salew,John Rylett Salew
Max Hiller,Julius Wilhelm Max Hiller
Hans Unterkircher, Not Found
Hermann Vallentin, Not Found
Emilie Kurz, Not Found
Totò Mignone,Ottone Mignone
Pat Duggan, Not Found
Roland Anderson,Roland Rupert Anderson
John Baer, Not Found
Gloria Talbott,Gloria Maude Talbott
Ronald Guttman, Not Found
Norbert Jacques, Not Found
Konrad Elfers, Not Found
Osmán Pérez Freire, Not Found
Roger Daltrey,Roger Harry Daltrey
Pete Townshend,Peter Dennis Blandford Townshend
Yves Baudrier, Not Found
Brian Moore, Not Found
John F. Warren, Not Found
Bud Hoffman,William H. Hoffman
Milo O'Shea,Milo Donal O'shea
Pat Heywood,Patricia Heywood
Paul Hardwick,Paul Victor Hardwick
Natasha Parry,Natalie Wills
Antonio Pierfederici, Not Found
Marlene Rahn, Not Found
Gertrude Welcker, Not Found
Paul Richter,Paul Martin Edward Richter
Robert Forster-Larrinaga, Not Found
Hans Adalbert Schlettow,Hans Adelbert Droescher von Schlettow
Grete Berger, Not Found
Ralph Forbes,Ralph Taylor
Carl Drews, Not Found
Ernst Legal, Not Found
Willy Schatz,Wilhelm Schatz
Raoul Retzer,Raoul Richard Karl Pollitzer
Lajos Koltai, Not Found
Cindy Evans, Not Found
Hans Junkermann,Hans Ferdinand Junkermann
Emilia Unda, Not Found
Gérard Darmon, Not Found
Walter Hamada, Not Found
Barry Watson,Michael Barrett Watson
Robert Alan Aurthur, Not Found
Betty Sinclair, Not Found
Gordon Harris,George Allenby Harris
Katya Douglas, Not Found
Noel Howlett,Arthur Noel Howlett
Kevin Stoney,Thomas Kevin Harvest Stoney
Frank Atkinson,Francis Lawrence Atkinson
Roger Avon, Not Found
James P. Cavanagh, Not Found
Bert Rule,Albert H. Rule
Joan Benham,Joan Olive Benham
Miles Malleson,William Miles Malleson
Henry Oscar,Henry Thomas Wale
Andrew Cruickshank,Andrew John Maxton Cruickshank
Megs Jenkins,Muguette Mary Jenkins
Frank Tashlin,Francis Fredrick von Taschlein
Drewe Henley,Gordon Drewe Henley
Clive Morton,Francis Clive Morton
Paul Neuhaus, Not Found
Michael Stringer,John Michael Stringer
John Roberts, Not Found
Helen Hayes,Helen Hayes Brown
Viktor Babushkin,Viktor Borisovich Babushkin
Season Hubley,Susan Brooks Hubley
Cassie Yates, Not Found
Michael Preston, Not Found
Santos Morales, Not Found
Frances de la Tour,Frances J De Lautour
Gwen Watford,Gwendoline Watford
Moray Watson,Moray Robin Philip Adrian Watson
Valentine Dyall, Not Found
Anthony Smee, Not Found
Simon Shepherd, Not Found
Drew Goddard,Andrew Goddard
Michael Culver, Not Found
Andrew Bicknell, Not Found
Paula Malcomson, Not Found
Frederick Treves,Frederick William Treves
John Bennett,John David Bennett
Jack Watson,Hubert Watson
Agatha Christie,Agatha Mary Clarissa Miller
John Horsley,John Lovell Horsley
Jay Villiers,Jonathan Paul Villiers
Christina Cole, Not Found
Janet McTeer, Not Found
Rob Brydon,Robert Brydon Jones
Gerald Petievich, Not Found
Robert Pugh, Not Found
Paul McGann, Not Found
Henry Edwards,Ethelbert Edwards
Austin Trevor,Claude Austin Trevor Schilsky
John Turnbull, Not Found
C.V. France, Not Found
Esme Percy,Saville Esme Percy
Michael Morton, Not Found
Franklin Dyall, Not Found
Elizabeth Allan, Not Found
Mary Jerrold,Mary Jerrold Allen
Harvey Braban,George William Chapman
Philip Strange,Philip Golding Simmons
Dino Galvani,Dino Galvanoni
Marie Wright,Marie Jeanne Wright
Denis Lawson,Denis Stamper Lawson
George Cole,George Edward Cole
Jessica Hynes,Tallulah Jessica Elina Stevenson
Rita Tushingham, Not Found
Barré Lyndon,Alfred Edgar Frederick Higgs
Buck Houghton,Archible Ernest Houghton Jr.
Kelly Rowan, Not Found
Edwin Torres, Not Found
Ingrid Rogers, Not Found
Joseph Siravo, Not Found
Richard Foronjy, Not Found
Jorge Porcel,Jorge Raúl Porcel de Peralta
Paul Mazursky,Irwin Lawrence Mazursky
Vincent Pastore, Not Found
Marc Anthony,Marco Antonio Muñiz
Kristina Boden, Not Found
Joseph McGrath, Not Found
Christopher Malcolm, Not Found
Jean Goudier, Not Found
Jean-Paul Hurier, Not Found
Frank Waldman, Not Found
Ron Clark, Not Found
Ernest Day, Not Found
Alan Jones, Not Found
André Maranne, Not Found
Sue Lloyd,Susan Margery Jeaffreson Lloyd
Danny Schiller, Not Found
Andrew Sachs,Andreas Siegfried Sachs
David A. Simmons, Not Found
Jonathan Cecil,Jonathan Hugh Gascoyne-Cecil
Lee Horsley,Lee Arthur Horsley
Allan Cuthbertson,Allan Darling Cuthbertson
Glyn Baker, Not Found
Lesley Dunlop, Not Found
John Savage,John Smeallie Youngs
Valerie Wildman, Not Found
Kathryn Morrison,Kathryn Ann Morrison
Gary Nelson, Not Found
Alf Clausen, Not Found
Marian Mercer, Not Found
Leonid Kalashnikov,Leonid Ivanovich Kalashnikov
Christopher Franke, Not Found
Tasha de Vasconcelos,Tasha de Vasconcelos da Mota e Cunha
David Hunt,David Basil Hunt
Sarita Allison, Not Found
Anthony O'Donnell, Not Found
Michaela Bercu, Not Found
Florina Kendrick,Florina Liviana Roberts
Henri Verdun,Maurice Castellain
Maxime Desjardins, Not Found
Alice Field,Alice Fille
Robert Neppach, Not Found
Georg Jacoby, Not Found
Harry Liedtke, Not Found
Edith Meller, Not Found
Paul Biensfeldt, Not Found
Arthur Robison,Artur Robison
Hans Kyser, Not Found
Abbé Prévost, Not Found
Erno Rapee, Not Found
Jules Massenet,Jules Emile Frédéric Massenet
Theodor Sparkuhl, Not Found
Paul Leni,Paul Josef Levi
Lya De Putti,Amalia 'Lia' Putty
Eduard Rothauser, Not Found
Fritz Greiner, Not Found
Frida Richard,Friederike Raithel
Lydia Potechina, Not Found
Sig Arno,Siegfried Aron
Gary Carlos Cervantes,Gary Anthony Cervantes
Selene Luna, Not Found
Karl-Heinz Teuber, Not Found
Emmy Wyda, Not Found
Hans Sommer, Not Found
Harry Hardt,Hermann Klimbacher Edler von Rechtswahr
Noah Segan, Not Found
Bruno Timm, Not Found
Willy Rösner, Not Found
Edgar Allan Poe,Edgar Poe
Roger Lumont, Not Found
Justus Pankau,Willy Pankau
Heini Göbel,Heinrich Göbel
Georg Rydeberg, Not Found
Axel Düberg, Not Found
Brian Brophy, Not Found
Otto Meyer, Not Found
DeWitt Bodeen,Homer DeWitt Bodeen
Scott Paulin,Robert Scott Paulin
Hilmar Eichhorn, Not Found
Kurt Großkurth, Not Found
Camilla Horn,Camilla Martha Horn
Debra Paget,Debralee Griffin
Barry Jones,Barry Cuthbert Jones
Mary Philips, Not Found
Howard Wendell,Howard David Wendell
Tom Conway,Thomas Charles Sanders
Christian-Jaque,Christian Maudet
Robert Le Vigan,Robert Charles Alexandre Coquillaud
Martin Wuttke, Not Found
Boris Ingster, Not Found
Luciano Tovoli, Not Found
Sabine Schroth, Not Found
Ewald André Dupont, Not Found
William Dieterle,Wilhelm Dieterle
Walter Janssen,Walter Philipp Janßen
Lindsay Lohan,Lindsay Dee Lohan
Olivier Rabourdin, Not Found
Harry R. Sokal, Not Found
Mark Raggett, Not Found
Sally Struthers,Sally Anne Struthers
Jack Dodson,John Smeaton Dodson
René Guissart Jr.,Rene Jacques Guissart
Ghislaine Desjonquères, Not Found
Robert Deman, Not Found
Bill Mumy,Charles William Mumy Jr.
Mitch Vogel,Mitchel L. Vogel
Jan Pohl, Not Found
Claudia Hahne-Herberg, Not Found
Paul Bös, Not Found
Sergio Corbucci, Not Found
Mario Amendola, Not Found
Gene Luotto, Not Found
Sal Borgese,Salvatore Borgese
Richard Sammel, Not Found
Jörg Schmidt-Reitwein, Not Found
Walter Saxer,Walter Saxer Junior
Gisela Storch, Not Found
Ann Poppel, Not Found
Florian Fricke, Not Found
Charles Gounod,Charles-François Gounod
Vokal-Ensemble Gordela, Not Found
Roland Topor, Not Found
Carsten Bodinus, Not Found
Martje Grohmann, Not Found
Lo van Hensbergen,Lodewijk Gerard van Hensbergen
Margiet van Hartingsveld, Not Found
Tim Beekman,Tijmen Gerrit Jan Beekman
Rudolf Wolf, Not Found
Johan te Slaa,Johannes Hendrik Frederik te Slaa
Claude Chiarini, Not Found
Stefan Husar, Not Found
Franco Brusati, Not Found
Erich Padalewski, Not Found
Rainer Kaufmann, Not Found
Zsolt Csutak, Not Found
John Updike,John Hoyer Updike
Keith Jochim, Not Found
Helen Lloyd Breed, Not Found
Caroline Struzik, Not Found
Eleazar Lipsky, Not Found
Charles Ladmiral, Not Found
Tom Aldredge,Thomas Ernest Aldredge
Nick Mancuso,Nicodemo Antonio Massimo Mancuso
Manu Tupou, Not Found
Fernando Di Leo, Not Found
Aldo Sambrell,Alfredo Sánchez Brell
Lucia Modugno, Not Found
Pierre Cressoy, Not Found
Silvano Ippoliti, Not Found
Ross Bagdasarian,Ross Sipan Bagdasarian
Michele Imperato, Not Found
Richard Holland, Not Found
Julianne Jordan, Not Found
Tracy Tormé, Not Found
Charlie Tahan,Charles Tahan
Willow Smith,Willow Camille Reign Smith
Darrell Foster, Not Found
Joanna Numata, Not Found
William Self,William Edwin Self
Davis Roberts, Not Found
Anne Ramsey,Anne Mobley
Bill Anderson,William Hillyard Anderson
Tim Dutton, Not Found
Neville Phillips, Not Found
Antonella Della Porta,Maria Antonietta Cirillo
Benno Sterzenbach, Not Found
Johnny Yong Bosch,John Jay Bosch
Kenneth Spencer, Not Found
Kramer Morgenthau, Not Found
Michael Kelly,Michael Joseph Kelly
Donna Mills,Donna Jean Miller
Alan Collis, Not Found
Sam Strangis, Not Found
Charles Fox, Not Found
John H. Kafka, Not Found
Martin Rackin, Not Found
John Farrow,John N.B. Villiers-Farrow
Louis L'Amour,Louis Dearborn LaMoore
James Edward Grant, Not Found
Michael Pate,Edward John Pate
James Arness,James King Aurness
Tom Irish,Thomas Murray Irish
Lee Aaker,Lee William Aaker
Frank McGrath,Benjamin Franklin McGrath
Morry Ogden,Maurice Allen Ogden
Chuck Roberson,Charles Hugh Roberson
Robert Fellows, Not Found
Devon Sawa,Devon Edward Sawa
Christopher Hart, Not Found
Mathieu Vadepied, Not Found
Eric Albertson, Not Found
Eugenio Martín,Eugenio Martín Márquez
René Deltgen,Renatus Heinrich Deltgen
Melvin Frank, Not Found
A.I. Bezzerides,Albert Isaac Bezzerides
Fess Parker,Fess Elisha Parker Jr.
Herbert Rudley,Herbert Shapiro
Frank DeKova, Not Found
Shari Lee Bernath, Not Found
Norman Panama,Norman Kaye Panama
Everett Douglas, Not Found
Nellie Manley, Not Found
Daniel McCauley, Not Found
Frank Ridley, Not Found
Werner Fischer, Not Found
Greg Cannom, Not Found
Enzo G. Castellari,Enzo Girolami
Olga Karlatos,Olga Vlassopulos
Giovanni Cianfriglia,Giovanni Cianfriglia
Leonardo Scavino, Not Found
Robert Ardrey, Not Found
Julie London,Julie Peck
Mike Kellin,Myron Kellin
Víctor Manuel Mendoza, Not Found
John Banner,Johann Banner
Chester Erskine, Not Found
Philippe Hersent,Bernard Marcel Godefroy Auguste Koevoets
Franca Bettoia, Not Found
Raf Baldassarre,Raffaele Baldassarre
Tony Di Mitri, Not Found
Gilberto Galimberti, Not Found
Gianni Solaro,Gianni Lorenzon
Roberto Nicolosi, Not Found
Ernesto Gastaldi, Not Found
Walter Hampden,Walter Hampden Dougherty
Joan Vohs,Elinor Joan Vohs
Marcel Hillaire,Erwin Ottmar Hiller
Nella Walker, Not Found
Francis X. Bushman,Francis Xavier Bushman
Mark Rosenberg,Mark Herschel Rosenberg
Tom Luddy, Not Found
Rolf von Goth, Not Found
Gertrud de Lalsky, Not Found
Nicola Badalucco, Not Found
Gustav Mahler, Not Found
Björn Andrésen,Björn Johan Andrésen
Albert Hehn, Not Found
Gregory Poirier,Gregory Stephen Poirier
Alexandre Azaria, Not Found
Ben Maddow, Not Found
Audie Murphy,Audie Leon Murphy
June Walker, Not Found
Arnold Merritt, Not Found
Doug McClure,Douglas Osborne McClure
Carlos Rivas,Oscar von Weber
Charlene Holt,Verna Charlene Stavely
Arthur Hunnicutt,Arthur Lee Hunnicutt
Michele Carey,Michele Henson
Marina Ghane,Guitty L. Ghane
John Gabriel,Jack Monkarsh
Johnny Crawford,John Ernest Crawford
John Woodcock, Not Found
Alfons Teuber, Not Found
Bobby Driscoll,Robert Cletus Driscoll
Basil Sydney,Basil Sydney Nugent
Byron Haskin,Byron Conrad Haskin
Renate Ewert, Not Found
Patrick Melton, Not Found
Marcus Dunstan, Not Found
Daniel J. Heffner,Daniel Jason Heffner
Stacey Testro, Not Found
Peter Block, Not Found
Alex Kavanagh, Not Found
Rinaldo Talamonti, Not Found
Jochen Brockmann, Not Found
Else Ehser, Not Found
Kate Mara,Kate Rooney Mara
Hans Wolff, Not Found
Armin Dahlen,Armin Schiestl
Darrell Larson,Darrell Ray Larson
Erik Aaes, Not Found
Aeryk Egan, Not Found
Edward M. Abroms,Edward Meyer Abroms
Michael Fox,Myron Melvin Fox
Estella Blain,Micheline Lestellat
Hugo Lindinger, Not Found
Berthold Viertel, Not Found
Arnold Korff,Arnold Peter Kirsch-Korff
Derek Mears, Not Found
Douglas Tait,Douglas J. Tait
Joe Bucaro III, Not Found
J.H. Ingraham,Joseph Holt Ingraham
A.E. Southon, Not Found
Dorothy Clarke Wilson,Dorothy Wright Clarke
Æneas MacKenzie, Not Found
Jack Gariss, Not Found
Henry Wilcoxon,Harry Frederick Wilcoxon
Anne Bauchens, Not Found
Bert McKay, Not Found
Joanna Pettet,Joanna Jane Salmon
Joe Cahill, Not Found
Richard Grandpierre, Not Found
Bradley Cooper,Bradley Charles Cooper
Claudio Miranda, Not Found
David Sheiner, Not Found
David Janssen,David Harold Meyer
Walter Hannemann,Walter Adolph Hannemann
Eve Newman, Not Found
Joe Cobden, Not Found
Marcello Fondato, Not Found
Vicente Coello,Vicente Coello Girón
Jesús R. Folgar, Not Found
Deogratias Huerta, Not Found
Luis Barbero, Not Found
Emilio Laguna,Emilio Laguna Salcedo
Rafael Albaicín,Ignacio-Rafael Garcia Escudero
Giancarlo Bastianoni, Not Found
Arturo Zavattini, Not Found
Rhoda Griffis, Not Found
Dawn Dininger, Not Found
Christine Lucas Navarro, Not Found
Jerry Houser, Not Found
Allan Miller, Not Found
Robert F. Lyons,Robert Francis Lyons
Kurt Hirschler, Not Found
Brooke Johnson, Not Found
Lauren Birkell, Not Found
Mare Winningham,Mary Megan Winningham
Joe Seneca,Joel Seneca McGhee Jr.
Jordan Charney, Not Found
Dorothy Fielding, Not Found
James Handy, Not Found
Rose Renée Roth, Not Found
Chuck Norris,Carlos Ray Norris
Steven Williams, Not Found
Clarence Gilyard Jr.,Clarence Darnell Gilyard Jr.
Ned Vaughn, Not Found
Géza von Bolváry,Géza Maria von Bolváry-Zahn
Julius Haimann, Not Found
Max Nosseck, Not Found
Todd Black,Todd Stuart Black
Jason Blumenthal, Not Found
Thomas Rickman, Not Found
Jacky Ido, Not Found
Sean Gunn, Not Found
Daniel Margotta, Not Found
Patrick Coppola, Not Found
Gordon Douglas, Not Found
Mary Murphy,Mary Louise Murphy
Wes Chatham,John Wesley Chatham
Stan Wlodkowski, Not Found
Edgar Burcksen, Not Found
Tom Finan, Not Found
Brad Krevoy, Not Found
Steven Stabler, Not Found
Ib Melchior,Ib Jørgen Melchior
Gerald Mohr, Not Found
Tom Daly,Thomas C. Daly
Robert Blees,Robert Sherwood Blees
James H. Nicholson, Not Found
Rodger Boyce, Not Found
Ana Reeder, Not Found
Kit Gwin, Not Found
Zach Hopkins,Zachary Todd Hopkins
Cormac McCarthy,Charles Joseph McCarthy Jr.
David Diliberto, Not Found
Franco Ressel,Domenico Orabona
Freda Foh Shen, Not Found
Terry Stokes, Not Found
Douglas Fairbanks Jr.,Douglas Elton Ulman Fairbanks Junior
Ross Martin,Martin Rosenblatt
Kent Smith,Frank Kent Smith
Gene Fowler Jr., Not Found
Mary Davenport, Not Found
Rory Cochrane,Rory K. Cochrane
Nathan Fillion,Nathan Craig Fillion
Tôru Takemitsu, Not Found
Rod Amateau,Rodney Amateau
Harold Nebenzal, Not Found
Nicol Williamson,Thomas Nicol Williamson
Prunella Gee, Not Found
Paul M. Heller,Paul Michael Heller
Andrew V. McLaglen,Andrew Victor McLaglen
John Kani,Bonsile John Kani
Kenneth Griffith,Kenneth Griffiths
Ronald Fraser,Ronald Gordon Fraser
Harmony Korine, Not Found
Carmen Cuba, Not Found
Harrison Young, Not Found
Ben Wilkinson, Not Found
Mike Epps,Michael Elliot Epps
Guy Riedel, Not Found
T.J. Miller,Todd Joseph Miller
Odette Annable,Odette Juliette Yustman
Steve Railsback,Stephen Hall Railsback
Richard Ward, Not Found
Richard Vane, Not Found
Jeffrey Wolf, Not Found
Obba Babatundé, Not Found
Jerry Jameson,Jerry James Jameson
Arthur Hailey, Not Found
Michael Scheff, Not Found
David Spector, Not Found
William Frye, Not Found
Franz-Otto Krüger, Not Found
Jon Lucas, Not Found
Scott Moore, Not Found
Wendy Raquel Robinson, Not Found
Dolores Michaels, Not Found
Seth MacFarlane,Seth Woodbury MacFarlane
Charles B. Griffith,Charles Byron Griffith
Susan Lee Hoffman,Susan Vogel Hoffman
Lana Clarkson,Lana Jean Clarkson
Edward Blackoff, Not Found
Jonas Thaler, Not Found
Stephen Sondheim,Stephen Joshua Sondheim
James D. Stern, Not Found
Randall Poster, Not Found
Rick Findlater, Not Found
Fred Myton,Frederick Kennedy Myton
Fifi D'Orsay,Yvonne Lussier
Bryant Washburn,Franklin Bryant Washburn III
Herbert Rawlinson,Herbert Banemann Rawlinson
Ray Corrigan,Raymond Benitz
Drew Snyder, Not Found
Michael Miller,Michael Borden Miller
Lawrence Edward Watkin, Not Found
Perce Pearce,Percival Cooke Pearce Jr.
Clifton Parker,Edward John Clifton Parker
Walter Fitzgerald,Walter Fitzgerald Bond
